,jw_entity_id,id,title,poster,description,release_year,type,imdb_popularity,tmdb_popularity,imdb_score,imdb_votes,tmdb_score,imdb_id,tmdb_id,genre_ids,age_certification,runtime,production_countries,seasons,streaming_app
0,ts20740,20740,Dragon Ball Z,/poster/8569195/{profile},"Dragon Ball Z is a Japanese animated television series produced by Toei Animation. Dragon Ball Z is the sequel to the Dragon Ball anime and adapts the last 26 volumes of the original 42 volume Dragon Ball manga series created by Akira Toriyama The series Debut in 1988-1995 on Weekly Shounen Jump. Dragon Ball Z depicts the continuing adventures of Goku and his companions to defend against an assortment of villains which seek to destroy or rule the Earth.

The anime first aired in Japan from April 25, 1989, to January 31, 1996, and was dubbed in several territories around the world, including the United States, Europe, and in Latin America.",1989.0,show,805.0,387.966,8.8,128409.0,8.286,tt0121220,26447,"[14, 1, 2, 3, 7, 12, 6]",TV-PG,24.0,['JP'],16,Funimation
1,ts20682,20682,Attack on Titan,/poster/174708726/{profile},"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",2013.0,show,55.0,89.689,9.0,325381.0,8.643,tt2560140,205148,"[1, 14, 2, 6, 7, 9]",TV-MA,24.0,['JP'],4,Funimation
2,ts21560,21560,Dragon Ball,/poster/290552685/{profile},"Long ago in the mountains, a fighting master known as Gohan discovered a strange boy whom he named Goku. Gohan raised him and trained Goku in martial arts until he died. The young and very strong boy was on his own, but easily managed. Then one day, Goku met a teenage girl named Bulma, whose search for the dragon balls brought her to Goku's home. Together, they set off to find all seven dragon balls in an adventure that would change Goku's life forever. See how Goku met his life long friends Bulma, Yamcha, Krillin, Master Roshi and more. And see his adventures as a boy, all leading up to  Dragonball Z and later  Dragonball GT.",1986.0,show,1936.0,15.964,8.6,56606.0,8.218,tt0088509,210469,"[2, 1, 3, 7, 14, 12]",TV-14,24.0,['JP'],10,Funimation
3,ts87466,87466,Demon Slayer: Kimetsu no Yaiba,/poster/123946389/{profile},"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family.",2019.0,show,244.0,119.635,8.7,97652.0,8.724,tt9335498,85937,"[1, 2, 14, 7, 12, 9]",TV-MA,25.0,['JP'],3,Funimation
4,ts35573,35573,Dragon Ball Super,/poster/18473933/{profile},"With Majin Boo defeated half-a-year prior, peace returns to Earth, where Son Goku (now a radish farmer) and his friends now live peaceful lives. However, a new threat appears in the form of Beerus, the God of Destruction. Considered the most terrifying being in the entire universe, Beerus is eager to fight the legendary warrior seen in a prophecy foretold decades ago known as the Super Saiyan God. The series retells the events from the two Dragon Ball Z films, Battle of Gods and Resurrection 'F' before proceeding to an original story about the exploration of alternate universes.",2015.0,show,1347.0,325.626,8.3,29974.0,8.213,tt4644488,76575,"[1, 14, 3, 2, 12, 6, 10, 7]",TV-14,23.0,['JP'],5,Funimation
5,ts20339,20339,One Piece,/poster/248497985/{profile},"Years ago, the fearsome Pirate King, Gol D. Roger was executed leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new King of the Pirates. Monkey D. Luffy, a boy who consumed a ""Devil Fruit,"" decides to follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way. Luffy will do anything to get the One Piece and become King of the Pirates!",1999.0,show,140.0,152.914,8.9,121127.0,8.725,tt0388629,77968,"[1, 3, 2, 6, 7]",TV-14,23.0,['JP'],21,Funimation
6,ts21482,21482,Fullmetal Alchemist: Brotherhood,/poster/81962622/{profile},"Edward and Alphonse Elric's reckless disregard for alchemy's fun­damental laws ripped half of Ed's limbs from his body and left Al's soul clinging to a cold suit of armor. To restore what was lost, the brothers scour a war-torn land for the Philosopher's Sto­ne, a fabled relic which grants the ability to perform alchemy in impossible ways.

The Elrics are not alone in their search; the corrupt State Military is also eager to harness the artifact's power. So too are the strange Homunculi and their shadowy creator. The mythical gem lures exotic alchemists from distant kingdoms, scarring some deeply enough to inspire murder. As the Elrics find their course altered by these enemies and allies, their purpose remains unchanged – and their bond unbreakable.",2009.0,show,414.0,83.922,9.1,163829.0,8.716,tt1355642,129284,"[1, 14, 2, 3, 6, 7]",TV-14,29.0,['JP'],1,Funimation
7,ts37539,37539,One-Punch Man,/poster/21173654/{profile},"Saitama is a hero who only became a hero for fun. After three years of “special” training, though, he’s become so strong that he’s practically invincible. In fact, he’s too strong — even his mightiest opponents are taken out with a single punch, and it turns out that being devastatingly powerful is actually kind of a bore. With his passion for being a hero lost along with his hair, yet still faced with new enemies every day, how much longer can he keep it going?",2015.0,show,514.0,152.029,8.7,155522.0,8.377,tt4508902,105198,"[1, 2, 3, 7, 14, 9, 6]",TV-PG,21.0,['JP'],2,Funimation
8,ts34435,34435,Cowboy Bebop,/poster/88869460/{profile},"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters (also referred to as ""Cowboys"") chase criminals and bring them in alive in return for a reward.",1998.0,show,713.0,39.288,8.9,117662.0,8.53,tt0213338,30991,"[14, 17, 2, 1, 3, 6, 12]",TV-14,25.0,['JP'],1,Funimation
9,ts222852,222852,Jujutsu Kaisen,/poster/205754561/{profile},"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",2020.0,show,309.0,289.182,8.6,56603.0,8.549,tt12343534,95479,"[14, 7, 12, 2, 1]",TV-MA,24.0,['JP'],2,Funimation
10,ts38725,38725,My Hero Academia,/poster/228096352/{profile},"In a world where eighty percent of the population has some kind of super-powered Quirk, Izuku was unlucky enough to be born completely normal. But that won't stop him from enrolling in a prestigious hero academy. Now, he'll get his first taste of brutal rivalry from other schools as he braves the cutthroat, no-holds-barred provisional license exam.",2016.0,show,147.0,73.929,7.9,278.0,8.73,tt5626028,85911,"[1, 14, 3, 2, 7]",TV-14,24.0,['JP'],6,Funimation
11,ts39013,39013,Mob Psycho 100,/poster/125590099/{profile},"Shigeo Kageyama, a.k.a. ""Mob,"" is a boy who has trouble expressing himself, but who happens to be a powerful esper. Mob is determined to live a normal life and keeps his ESP suppressed, but when his emotions surge to a level of 100%, something terrible happens to him! As he's surrounded by false espers, evil spirits, and mysterious organizations, what will Mob think? What choices will he make?",2016.0,show,985.0,82.412,8.6,29956.0,8.549,tt5897304,67075,"[1, 3, 6, 7, 9, 14, 2]",TV-14,24.0,['JP'],3,Funimation
12,ts11313,11313,DEATH NOTE,/poster/249127451/{profile},"Light Yagami is an ace student with great prospects—and he’s bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and Light has vowed to use the power of the Death Note to rid the world of evil. But will Light succeed in his noble goal, or will the Death Note turn him into the very thing he fights against?",2006.0,show,368.0,108.983,9.0,315842.0,8.664,tt0877057,13916,"[14, 12, 2, 4, 6, 7]",TV-14,24.0,['JP'],1,Funimation
13,ts15151,15151,Bleach,/poster/260844361/{profile},"For as long as he can remember, Ichigo Kurosaki has been able to see ghosts. But when he meets Rukia, a Soul Reaper who battles evil spirits known as Hollows, he finds his life is changed forever. Now, with a newfound wealth of spiritual energy, Ichigo discovers his true calling: to protect the living and the dead from evil.",2004.0,show,734.0,146.751,8.2,53677.0,8.344,tt0434665,100645,"[1, 14, 2, 12, 9, 6, 7, 3]",TV-14,24.0,['JP'],16,Funimation
14,ts32835,32835,Hunter x Hunter,/poster/286061743/{profile},"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks out his father, who left him when he was younger.",2011.0,show,348.0,162.897,9.0,95685.0,8.727,tt2098220,46298,"[3, 7, 2, 1, 6]",TV-PG,23.0,['JP'],1,Funimation
15,ts20433,20433,JoJo's Bizarre Adventure,/poster/253937566/{profile},"Follow the intergenerational feud between the Joestar Family and various forces of evil, the most prominent of which is Dio Brando and his followers.",2012.0,show,425.0,90.239,8.4,22583.0,8.698,tt2359704,97992,"[1, 14, 3, 6, 7, 9, 12, 2]",TV-MA,24.0,['JP'],5,Funimation
16,ts20305,20305,Naruto,/poster/138627711/{profile},"In another world, ninja are the ultimate power, and in the Village Hidden in the Leaves live the stealthiest ninja in the land. Twelve years earlier, the fearsome Nine-Tailed Fox terrorized the village and claimed many lives before it was subdued and its spirit sealed within the body of a baby boy. That boy, Naruto Uzumaki, has grown up to become a ninja-in-training who's more interested in pranks than in studying ninjutsu.. but Naruto is determined to become the greatest ninja ever!",2002.0,show,387.0,229.689,8.4,99252.0,8.364,tt0409591,77483,"[14, 1, 3, 2, 12, 7]",TV-PG,23.0,['JP'],6,Funimation
17,ts28221,28221,Robotech,/poster/260247952/{profile},"Robotech is an 85-episode adaptation of three different anime television series made between 1982-1984 in Japan; the adaptation was aired in 1985. Within the combined and edited story, Robotechnology refers to the scientific advances discovered in an alien starship that crashed on a South Pacific island. With this technology, Earth developed giant robotic machines or mecha to fight three successive extraterrestrial invasions.",1985.0,show,4459.0,26.408,8.5,3630.0,8.6,tt3133870,2192,"[14, 2, 1]",,24.0,['US'],3,Funimation
18,ts37899,37899,Overlord,/poster/253938970/{profile},"In the year 2138, virtual reality gaming is booming. Yggdrasil, a popular online game is quietly shut down one day. However, one player named Momonga decides to not log out. Momonga is then transformed into the image of a skeleton as ""the most powerful wizard."" The world continues to change, with non-player characters (NPCs) beginning to feel emotion. Having no parents, friends, or place in society, this ordinary young man Momonga then strives to take over the new world the game has become.",2015.0,show,2062.0,179.293,7.7,9810.0,8.573,tt4869896,64196,"[14, 1, 7, 2]",TV-MA,23.0,['JP'],4,Funimation
19,ts22244,22244,Steins;Gate,/poster/159830252/{profile},"A group of friends have customized their microwave so that it can send text messages to the past. As they perform different experiments, an organization named SERN who has been doing their own research on time travel tracks them down and now the characters have to find a way to avoid being captured by them.",2011.0,show,929.0,29.072,8.8,61056.0,8.5,tt1910272,42509,"[14, 1, 12, 2, 3, 6, 13]",TV-14,24.0,['JP'],2,Funimation
20,ts296797,296797,Black Clover,/poster/289760864/{profile},"Asta and Yuno were abandoned together at the same church and have been inseparable since. As children, they promised that they would compete against each other to see who would become the next Emperor Magus.",2017.0,show,445.0,71.125,8.3,22327.0,8.517,tt7441658,74328,"[7, 14, 12, 2, 1, 3, 6]",TV-14,23.0,['JP'],4,Funimation
21,ts20429,20429,Sword Art Online,/poster/254572954/{profile},"In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...",2012.0,show,798.0,63.781,7.6,45339.0,8.276,tt2250192,82888,"[14, 1, 2, 6, 17, 3, 7, 13, 12]",TV-MA,23.0,['JP'],4,Funimation
22,ts28078,28078,Yu Yu Hakusho,/poster/246950767/{profile},"One day, 14-year-old Yusuke Urameshi suddenly finds himself dead, having died pushing a child out of the way of oncoming traffic. Since he has such a bad personality, even the Spirit World was caught by surprise that he would sacrifice himself. Yusuke soon finds out he wasn't supposed to die and has a chance for resurrection and bringing his body back to life. After being resurrected, Yusuke becomes a Spirit Detective, along with his comrades, and one adventure after another happens, whether it be an investigation or a fighting tournament.",1992.0,show,2760.0,54.032,8.4,13046.0,8.7,tt0185133,30669,"[14, 1, 2, 3, 6, 7, 13]",TV-14,23.0,['JP'],5,Funimation
23,ts199,199,Black Lagoon,/poster/300561407/{profile},"The story follows a team of pirate mercenaries known as the Lagoon Company, that smuggles goods in and around the seas of Southeast Asia in the early to mid 1990s. Their base of operations is located in the fictional harbor city of Roanapur in southeast Thailand near the border of Cambodia.",2006.0,show,1835.0,30.388,7.9,15081.0,8.071,tt0962826,12598,"[1, 2, 6, 4, 12, 3]",TV-MA,25.0,['JP'],3,Funimation
24,ts724,724,FLCL,/poster/92027320/{profile},"Naota Nandaba is an ordinary sixth grader living in a city where nothing amazing ever seems to happen. After his brother Tasuku leaves town to play baseball in America, Naota takes it upon himself to look after everything Tasuku left behind—from his top bunk bed to his ex-girlfriend Mamimi Samejima, who hasn't stopped clinging to Naota since Tasuku left.

Little does Naota know, however, that his mundane existence is on the verge of being changed forever: enter Haruko Haruhara, a Vespa-riding, bass guitar-wielding, pink-haired psychopath whose first encounter with Naota leaves him with tire tracks on his back and a giant horn on his head. Though all he wants is some peace and quiet, when Haruko takes up residence at his parents' home, Naota finds himself dragged into the heart of the greatest battle for supremacy that Earth—and quite possibly the entire universe—has ever seen.",2000.0,show,3501.0,14.152,8.1,17578.0,8.083,tt0279077,73612,"[1, 14, 2, 3, 6, 7]",TV-MA,23.0,['JP'],3,Funimation
25,ts25674,25674,Serial Experiments Lain,/poster/177246788/{profile},"Lain—driven by the abrupt suicide of a classmate—logs on to the Wired and promptly loses herself in a twisted mass of hallucinations, memories, and interconnected-psyches.",1998.0,show,3066.0,20.537,8.1,13680.0,8.3,tt0500092,1087,"[14, 12, 2, 6, 9]",TV-MA,25.0,['JP'],1,Funimation
26,ts21984,21984,Assassination Classroom,/poster/253937857/{profile},"The students of class 3-E have a mission: kill their teacher before graduation. He has already destroyed the moon, and has promised to destroy the Earth if he can not be killed within a year. But how can this class of misfits kill a tentacled monster, capable of reaching Mach 20 speed, who may be the best teacher any of them have ever had?",2015.0,show,1307.0,65.245,8.0,13325.0,8.525,tt3837246,62110,"[1, 14, 6, 3, 2, 7]",TV-14,23.0,['JP'],2,Funimation
27,ts31799,31799,Samurai Champloo,/poster/88481819/{profile},"Break-dancing but fierce warrior Mugen has to deal with the cold-blooded and conceited Jin, a samurai who believes he is above all. These sworn enemies are brought together by Fuu for a special task.",2004.0,show,1951.0,27.738,8.6,47961.0,8.324,tt0423731,1063,"[1, 2, 3, 6, 12]",TV-MA,23.0,['JP'],1,Funimation
28,ts21034,21034,InuYasha,/poster/141865108/{profile},"Kagome Higurashi is a modern day young girl who lives with her family by the old Higure shrine. Unbeknownst to Kagome, she is the reincarnation of priestess Kikyo and posseses the ""Jewel of Four Souls"" (the Shikon jewel). One ill-fated day, Kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal Japan, inhabited by demons. There, she encounters Inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow.",2000.0,show,2474.0,69.51,7.9,15823.0,8.597,tt0290223,129468,"[14, 2, 1, 3, 6, 7, 13]",TV-14,25.0,['JP'],9,Funimation
29,ts34950,34950,KILL la KILL,/poster/183813756/{profile},"Honnouji Academy is forcefully ruled by the iron-fisted control of its student council and its president, Satsuki Kiryuuin. Transfer student, Ryuuko Matoi, arrives on campus carrying a giant sword, that is actually half of a scissor. She is looking for the woman who holds the other half of her sword who killed her father. It is said that Satsuki Kiryuuin knows the identity of the killer but when Ryuuko confronts her she is beaten by the student council and their powerful ""goku uniforms"" whom she cannot match in strength. However, once Ryuuko receives her own ""Kamui"" by the name of Senketsu , the odds are lifted in her favor.",2013.0,show,2279.0,35.212,7.9,14205.0,8.343,tt3114390,60728,"[1, 14, 2, 3, 6, 7]",TV-MA,25.0,['JP'],1,Funimation
30,ts20388,20388,Psycho-Pass,/poster/139158745/{profile},"Psycho-Pass is set in a futuristic era in Japan where the Sibyl System, a powerful network of psychometric scanners, actively measures the biometrics of its citizens' minds. The resulting assessment is called a Psycho-Pass. When the calculated likelihood of an individual committing a crime, measured by the Crime Coefficient index, exceeds an accepted threshold, he or she is pursued, apprehended, and either arrested or decomposed by the field officers of the Crime Investigation Department of the Public Safety Bureau.",2012.0,show,1891.0,51.148,8.2,18061.0,7.824,tt2379308,94878,"[14, 2, 1, 16, 17, 4, 12]",TV-MA,27.0,['JP'],4,Funimation
31,ts27309,27309,Paranoia Agent,/poster/245190109/{profile},"An elementary schooler repeatedly attacks people in the streets of Musashino, Tokyo. Known only to the public as ""Lil Slugger"", none of the victims can recall the young boy's face and only three distinct details are left in their memories: golden inline skates, a baseball cap, and the weapon: a bent golden baseball bat. Detectives Ikari and Maniwa set out to track down the perpetrator and put an end to his crimes.",2004.0,show,3535.0,16.523,8.0,12001.0,8.112,tt0433722,136272,"[14, 6, 9, 12, 2]",TV-MA,24.0,['JP'],1,Funimation
32,ts265144,265144,Ranking of Kings,/poster/254568329/{profile},"Unable to hear, speak, or wield a sword, Prince Bojji doesn’t seem like a typical heir to the throne—and his kingdom agrees. But his fateful encounter with Kage, a shadow on the ground, gives him his first true friend. The two set off on a grand adventure and, together, form a bond that can overcome any obstacle...even being king.",2021.0,show,,62.188,8.6,8459.0,8.313,tt13409432,112613,"[1, 14, 2, 3, 7, 8]",TV-14,23.0,['JP'],1,Funimation
33,ts4242,4242,Dragon Ball GT,/poster/246706627/{profile},"Ten years have passed since Goku left his friends and family to hone his skills. But Goku soon finds himself helpless against the mystical power of the Dragon Balls and an accidental wish made by the devious Emperor Pilaf. The wish; that Goku once again become a child! Goku, together with Trunks, and his own granddaughter Pan, blast off into the outer reaches of space in search of the mysterious Blackstar Dragon Balls. But these Dragon Balls have a fatal secret: if not collected within one year Earth will be destroyed.",1996.0,show,4740.0,17.399,6.8,26775.0,7.733,tt0139774,12697,"[1, 14, 3, 7, 12, 2]",TV-PG,24.0,['JP'],4,Funimation
34,ts28010,28010,High School DxD,/poster/249385966/{profile},"The story follows Issei Hyōdō, a dim-witted, lecherous second-year high school student who is killed by a girl on his first date ever. Issei is reincarnated as a devil, and from that day forward, he serves as an underling of Riasu, a high-level devil who is also the prettiest girl on Issei's campus.",2012.0,show,755.0,144.657,7.6,9505.0,8.714,tt2230051,81261,"[3, 14, 2, 1, 7, 13]",TV-MA,25.0,['JP'],4,Funimation
35,ts12787,12787,Code Geass: Lelouch of the Rebellion,/poster/84776886/{profile},"Japan has been invaded and conquered by the Britannian Empire. Japan is now known as Area 11 and its citizens known as Elevens. The Britannian Empire takes away Japan's autonomous power and imposes its rule through the use of Knightmares. The Empire's rule has never faltered, but cracks have begun to show...",2006.0,show,808.0,63.988,8.7,62367.0,8.5,tt0994314,31724,"[14, 1, 16, 2, 6, 12]",TV-14,24.0,['JP'],3,Funimation
36,ts22056,22056,TRIGUN,/poster/11606314/{profile},"Trigun takes place in the distant future on a deserted planet. Vash the Stampede is a gunfighter with a legend so ruthless he has a $$60,000,000,000 bounty on his head. Entire towns evacuate at the rumor of his arrival. But the real Vash the Stampede, the enigmatic and conflicted lead character in Trigun, is more heroic, even though he usually acts like a complete idiot.",1998.0,show,3517.0,22.081,8.2,21675.0,8.3,tt0251439,26453,"[14, 1, 6, 17, 2, 3]",TV-14,25.0,['JP'],1,Funimation
37,ts42169,42169,ERASED,/poster/192686188/{profile},"Satoru Fujinuma is a struggling manga artist who has the ability to turn back time and prevent deaths. When his mother is killed he turns back time to solve the mystery, but ends up back in elementary school, just before the disappearance of his classmate Kayo.",2016.0,show,997.0,27.72,8.5,45995.0,8.7,tt5249462,65249,"[12, 2, 6, 14, 7]",TV-14,22.0,['JP'],1,Funimation
38,ts35155,35155,Gurren Lagann,/poster/254525971/{profile},"In the distant future, mankind has lived quietly and restlessly underground for hundreds of years, subject to earthquakes and cave-ins. Living in one such village are 2 young men: one named Simon who is shy and naïve, and the other named Kamina who believes in the existence of a “surface” world above their heads.",2007.0,show,2550.0,36.879,8.3,17024.0,8.186,tt0948103,21729,"[1, 14, 6, 2, 3]",TV-14,24.0,['JP'],1,Funimation
39,ts25177,25177,Mobile Suit Gundam,/poster/179896030/{profile},"Mobile Suit Gundam is a televised anime series, produced by Sunrise. Created and directed by Yoshiyuki Tomino, it premiered in Japan on Nagoya Broadcasting Network on April 7, 1979, and lasted until January 26, 1980, spanning 43 episodes. It was the very first Gundam series, which has subsequently been adapted into numerous sequels and spin-offs.

In 1981, the series was re-edited for theatrical release and split into three movies. The characters were designed by Yoshikazu Yasuhiko, and Kunio Okawara was responsible for the mechanical designs, including the eponymous giant robot, the RX-78-2 Gundam. The first movie was released on February 22, 1981.",1979.0,show,2605.0,14.2,7.9,2345.0,8.077,tt0159172,21731,"[14, 1, 16, 2, 6, 7]",TV-Y7,25.0,['JP'],1,Funimation
40,ts22113,22113,Initial D,/poster/290769716/{profile},"Takumi’s job as a tofu delivery boy has turned him into one of the most formidable drivers around. Behind the wheel of his Eight-Six, he’s one with the road—and his life shifts into high gear when the underground street racing world takes notice. Drivers from across the region are lining up for a shot at the new guy. Takumi’s not just focused on winning—he’s out to prove he’s the best.",1998.0,show,3683.0,93.441,8.4,3232.0,7.906,tt0385426,40424,"[2, 1, 3, 6, 15, 13]",TV-14,26.0,['JP'],6,Funimation
41,ts20202,20202,Tokyo Ghoul,/poster/249116603/{profile},"Ken Kaneki is a bookworm college student who meets a girl names Rize at a cafe he frequents. They're the same age and have the same interests, so they quickly become close. Little does Kaneki know that Rize is a ghoul – a kind of monster that lives by hunting and devouring human flesh. When part of her special organ – ""the red child"" – is transplanted into Kaneki, he becomes a ghoul himself, trapped in a warped world where humans are not the top of the food chain.",2014.0,show,700.0,155.001,7.8,52338.0,8.475,tt3741634,61374,"[1, 7, 9, 12, 2, 6]",TV-MA,24.0,['JP'],4,Funimation
42,ts20513,20513,Fairy Tail,/poster/103400512/{profile},"Lucy is a 17-year-old girl, who wants to be a full-fledged mage. One day when visiting Harujion Town, she meets Natsu, a young man who gets sick easily by any type of transportation. But Natsu isn't just any ordinary kid, he's a member of one of the world's most infamous mage guilds: Fairy Tail.",2009.0,show,1014.0,28.738,7.9,24676.0,7.875,tt1528406,206467,"[12, 1, 2, 14, 3, 7]",TV-14,24.0,['JP'],9,Funimation
43,ts84657,84657,Kaguya-sama: Love Is War,/poster/245232152/{profile},"Considered a genius due to having the highest grades in the country, Miyuki Shirogane leads the prestigious Shuchiin Academy's student council as its president, working alongside the beautiful and wealthy vice president Kaguya Shinomiya. The two are often regarded as the perfect couple by students despite them not being in any sort of romantic relationship.",2019.0,show,1344.0,68.426,8.6,13196.0,8.718,tt9522300,83121,"[6, 2, 3, 13, 12]",TV-14,24.0,['JP'],3,Funimation
44,ts56104,56104,Boruto: Naruto Next Generations,/poster/8638018/{profile},"The life of the shinobi is beginning to change. Boruto Uzumaki, son of Seventh Hokage Naruto Uzumaki, has enrolled in the Ninja Academy to learn the ways of the ninja. Now, as a series of mysterious events unfolds, Boruto’s story is about to begin!",2017.0,show,353.0,44.572,6.8,20936.0,7.926,tt6342474,70881,"[1, 3, 6, 7, 2]",TV-14,23.0,['JP'],2,Funimation
45,ts84633,84633,The Promised Neverland,/poster/123155608/{profile},"Surrounded by a forest and a gated entrance, the Grace Field House is inhabited by orphans happily living together as one big family, looked after by their ""Mama,"" Isabella. Although they are required to take tests daily, the children are free to spend their time as they see fit, usually playing outside, as long as they do not venture too far from the orphanage — a rule they are expected to follow no matter what. However, all good times must come to an end, as every few months, a child is adopted and sent to live with their new family... never to be heard from again.

However, the three oldest siblings have their suspicions about what is actually happening at the orphanage, and they are about to discover the cruel fate that awaits the children living at Grace Field, including the twisted nature of their beloved Mama.",2019.0,show,708.0,40.274,8.3,37027.0,8.723,tt8788458,104652,"[14, 1, 6, 12, 9, 7, 2]",TV-MA,23.0,['JP'],2,Funimation
46,ts21930,21930,Lupin the Third,/poster/252713832/{profile},"Arsene Lupin III is the grandson of the master thief Arsene Lupin. With his cohorts Daisuke Jigen and Goemon Ishikawa XIII and his love interest Fujiko Mine, he pulls off the greatest heists of all time while always escaping the grasp of Inspector Koichi Zenigata.",1971.0,show,4754.0,61.495,7.9,2181.0,8.2,tt0159175,91760,"[2, 1, 14, 3, 4]",TV-14,23.0,['JP'],6,Funimation
47,ts58045,58045,Classroom of the Elite,/poster/250029276/{profile},"Koudo Ikusei Senior High School is a leading prestigious school with state-of-the-art facilities where nearly 100% of students go on to university or find employment. The students there have the freedom to wear any hairstyle and bring any personal effects they desire. Koudo Ikusei is a paradise-like school, but the truth is that only the most superior of students receive favorable treatment.

Ayanokouji Kiyotaka is a student of D-class, which is where the school dumps its ""inferior"" students in order to ridicule them. For a certain reason, Kiyotaka was careless on his entrance examination, and was put in D-class. After meeting Horikita Suzune and Kushida Kikyou, two other students in his class, Kiyotaka’s situation begins to change.",2017.0,show,3182.0,158.583,7.7,6342.0,8.654,tt7263328,72634,"[6, 2, 12, 13, 3]",TV-14,24.0,['JP'],2,Funimation
48,ts34554,34554,Rurouni Kenshin,/poster/249913640/{profile},"The Meiji Era was one of great renewal for Japan, where swords and killing were outlawed. However, many survivors from the time of Revolution still live, lurking in the shadows and waiting for a chance to use their killing blades again. Only Kenshin Himura, formerly one of the most brutal of killers, hopes to keep his swordsman's honor and still live in the new era.",1996.0,show,2161.0,43.658,8.4,19012.0,8.58,tt0182629,112420,"[1, 2, 3, 13, 12, 7, 8, 6]",TV-14,25.0,['JP'],4,Funimation
49,ts286543,286543,My Dress-Up Darling,/poster/258528900/{profile},"Wakana Gojo is a high school boy who wants to become a kashirashi--a master craftsman who makes traditional Japanese Hina dolls. Though he's gung-ho about the craft, he knows nothing about the latest trends, and has a hard time fitting in with his class. The popular kids--especially one girl, Marin Kitagawa--seem like they live in a completely different world. That all changes one day, when she shares an unexpected secret with him, and their completely different worlds collide.",2022.0,show,,121.826,8.1,7049.0,8.661,tt15765670,123249,"[2, 3, 6, 13]",TV-14,24.0,['JP'],1,Funimation
50,ts19528,19528,Ergo Proxy,/poster/282678162/{profile},"In a futuristic world almost barren of life, mankind is confined to mechanized domed cities where A.I.’s control all aspects of life. In this world, humans are no longer born, they are manufactured in a production line; and alongside them live androids known as autoreivs. Within one of these domed sanctuaries named Romdeau lives Re-l Mayer, one of a few citizens who aren’t entirely prevented from thinking. Her grandfather's prominent position and the affection of the scientist Daedalus have left her more free will than is normally allowed, but Re-l has started to question the sanctity of the city and the citizens' perfect way of life. With mysterious beings known as proxies causing havoc and a man named Vincent causing great influence on her life, Re-l must travel outside of the city to find the answers she seeks and discover the mystery behind ""the awakening"".",2006.0,show,3793.0,16.003,7.9,14265.0,7.6,tt0791205,1097,"[2, 14, 12, 6, 4, 1]",TV-MA,27.0,['JP'],1,Funimation
51,ts28998,28998,Mobile Suit Gundam Wing,/poster/105022404/{profile},"Mankind has moved into space. Thousands of people live on giant orbiting space colonies called ""Sides."" However, the Earth Government, which rules the colonies, is unjust and cruel. A group of revolutionaries builds five robotic weapons called Gundams and plans to send them to Earth to begin their fight for independence. Piloted by five young men, these Gundams carry the hopes and dreams of freedom of the colonists with them as they descend to Earth to begin Operation Meteor!",1995.0,show,4818.0,21.074,8.0,4545.0,7.258,tt0159193,63665,"[14, 16, 6, 13, 2, 1]",TV-MA,24.0,['JP'],1,Funimation
